timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1443289857791793,0,0,-1,0,0,-2,0,0
1443289857791793,-1,1,-2,-2,-1,-2,2,1
1443289857803799,-6,1,-2,0,0,0,-2,-3
1443289857803799,1,-4,-2,0,-2,0,-1,0
1443289857811807,0,-4,2,-2,0,-1,-1,-2
1443289857811807,-9,-6,-3,-1,0,0,0,-2
1443289857826815,8,6,-1,0,0,0,-1,-1
1443289857826815,-2,-20,-3,-3,0,0,0,-1
1443289857828819,-4,-14,-3,1,-2,-2,2,-1
1443289857828819,6,39,7,-1,-1,0,2,0
1443289857849831,0,-2,-4,-3,-2,-1,-1,-1
1443289857849831,-4,-9,-2,0,-1,0,0,0
1443289857850832,-1,-10,-2,-2,-1,-3,-3,-3
1443289857850832,0,7,1,-2,0,-2,-3,-3
1443289857862841,-3,5,1,2,-1,1,2,0
1443289857862841,-7,-9,-3,-2,-2,-3,-2,-3
1443289857871846,4,9,-3,0,-2,-1,-6,-2
1443289857871846,-6,-17,-2,0,1,0,2,0
1443289857886857,4,4,1,-6,-1,-2,-2,-1
1443289857886857,4,3,3,6,-1,1,-1,-1
1443289857888856,-8,3,2,-2,-1,0,0,1
1443289857888856,2,-15,-3,-3,-1,-1,-3,-2
1443289857909872,-2,-11,1,2,-2,1,-1,-2
1443289857909872,1,18,2,-2,-1,-2,-1,-1
1443289857910872,1,-5,-3,-1,-1,-2,-3,-1
1443289857910872,-4,5,-3,1,0,2,3,-1
1443289857922881,-3,-8,0,1,-1,0,3,1
1443289857922881,-1,-23,-4,-2,0,-3,-1,-1
1443289857932888,0,11,3,1,-1,1,1,0
1443289857932888,7,-7,0,-2,-1,-2,-3,-1
1443289857946915,-11,6,-2,-1,0,-1,-1,1
1443289857946915,8,-13,2,0,0,-1,1,-1
1443289857948899,0,6,-5,-3,-1,-3,-2,-1
1443289857948899,1,3,-1,-1,-2,-1,-2,1
1443289857969912,2,-11,-2,1,-1,-2,-1,0
1443289857969912,-4,18,3,0,1,1,-1,-1
1443289857970911,-3,-8,-1,-1,0,2,0,0
1443289857970911,-3,-2,-1,1,-1,-2,-2,0
1443289857982925,4,9,3,0,-3,-1,-1,-1
1443289857982925,-4,-3,-5,-2,-3,-2,-1,-1
1443289857991925,0,1,-1,-1,-1,1,0,-1
1443289857991925,-6,-12,-2,0,0,0,1,1
1443289858006940,3,8,1,-2,-1,0,0,-2
1443289858006940,0,9,0,-1,-1,-3,-2,-1
1443289858008938,-2,-2,0,-2,-1,0,1,-2
1443289858008938,-3,-9,-2,2,-1,0,3,1
1443289858029951,-3,19,3,-4,-1,-5,-4,-4
1443289858029951,6,-6,-4,0,1,2,-1,3
1443289858030952,-2,1,2,3,1,-2,-1,0
1443289858030952,-1,-5,-1,-4,-1,-1,-2,-2
1443289858051966,0,-19,-6,0,0,0,2,-1
1443289858051966,2,1,-3,-2,-1,-1,4,0
1443289858053967,-3,-1,2,0,-1,-1,0,-1
1443289858053967,-2,1,-5,-5,-3,-2,-1,-4
1443289858066977,-1,6,2,-2,-1,1,-2,1
1443289858066977,5,5,1,-3,-1,-1,-3,-1
1443289858068978,-4,-23,-1,4,-1,1,3,1
1443289858068978,-3,4,1,1,1,-1,-1,-2
1443289858090148,2,7,-1,0,-3,-2,-3,-1
1443289858090148,-4,-16,0,-1,-1,-1,0,0
1443289858090993,3,22,0,-4,-1,1,0,-1
1443289858090993,1,11,2,1,-1,0,3,1
1443289858112005,-3,-12,-5,0,-2,-1,-3,-1
1443289858112005,1,8,2,0,0,-2,-2,0
1443289858114007,-1,-7,-3,-3,-1,-1,-1,-1
1443289858114007,0,-5,-2,-3,-1,0,-2,0
1443289858127017,0,-1,-2,-1,0,-1,-1,0
1443289858127017,-9,-11,-3,-2,-1,-2,-1,-1
1443289858130019,11,13,4,0,0,0,0,1
1443289858130019,-1,-11,-6,-7,0,0,-1,1
1443289858150032,0,-5,-2,10,0,1,0,0
1443289858150032,-2,-1,1,2,1,-1,-3,-1
1443289858151033,-2,-4,-2,-1,-2,-2,0,-1
1443289858151033,0,3,0,-2,-1,-1,-2,-1
1443289858172046,2,6,-1,-3,-2,-2,-4,-1
1443289858172046,-3,-4,-4,0,0,2,0,-2
1443289858174047,-4,-5,-2,-1,1,-2,-3,-2
1443289858174047,1,6,2,-2,-1,-1,0,-2
1443289858186057,-3,-9,-1,1,1,1,7,1
1443289858186057,0,3,3,3,-1,0,0,1
1443289858193092,-5,6,-1,-2,-3,-1,-1,-3
1443289858193092,9,7,0,1,-2,-3,-4,-1
1443289858210144,-6,6,-2,-4,-1,-1,-1,-3
1443289858210144,2,-11,-8,-4,-2,0,0,-1
1443289858211072,-4,-4,0,1,0,0,-5,-1
1443289858211072,-2,-14,-3,-2,-3,0,2,0
1443289858232086,0,12,4,-5,-2,-1,-1,-2
1443289858232086,-1,4,0,1,0,1,-1,0
1443289858238092,-5,1,-4,-3,-1,-1,-1,0
1443289858238092,3,1,4,6,0,0,-1,1
1443289858246099,-1,-19,-1,0,-1,-1,-1,1
1443289858246099,3,23,1,-3,-4,-1,-3,-4
1443289858253100,-2,-11,-4,-2,0,0,0,1
1443289858253100,0,9,2,-1,-1,1,0,0
1443289858270111,-6,-27,-5,-2,-3,-1,0,0
1443289858270111,-1,16,5,2,0,-2,-1,-1
1443289858271111,6,15,2,-6,-1,0,0,1
1443289858271111,-11,-20,-4,4,-1,0,1,-3
1443289858292133,6,6,2,-1,0,0,-1,0
1443289858292133,-5,-13,-3,-4,-2,-2,1,-1
1443289858294128,1,-3,0,1,0,0,1,0
1443289858294128,-2,17,0,-3,-1,-2,-5,-4
1443289858306142,1,3,-3,-1,-2,-1,-3,-2
1443289858306142,-5,-10,-4,-3,-3,0,-2,-1
1443289858313143,-1,-7,-2,-2,0,0,3,0
1443289858313143,-3,-12,1,-2,2,2,2,1
1443289858329153,2,14,0,0,0,0,-1,-1
1443289858329153,3,-6,1,-2,1,0,-1,0
1443289858332153,-1,3,-5,2,-2,-3,-4,-2
1443289858332153,-2,15,3,0,-1,-2,-6,-3
1443289858352178,-1,-12,-4,-3,-2,-1,1,0
1443289858352178,-7,-13,-1,-1,0,-1,0,-1
1443289858353167,6,20,1,2,1,-1,-1,0
1443289858353167,-4,-12,-3,-2,-1,-3,-2,0
1443289858366175,4,-6,0,1,1,-1,-1,-2
1443289858366175,2,2,-5,-3,-2,-2,-1,-3
1443289858375181,2,-10,-1,-3,0,0,2,0
1443289858375181,-6,1,-1,1,-1,1,0,0
1443289858389191,1,5,1,1,-1,-2,-1,0
1443289858389191,-2,-3,0,1,0,0,0,0
1443289858391193,-9,-8,-3,-2,-1,-1,0,-1
1443289858391193,11,1,0,-1,-1,-2,-3,1
1443289858412210,-9,-6,-3,-1,0,-1,-1,-1
1443289858412210,4,4,-2,-3,-1,0,0,1
1443289858414207,-3,-4,0,1,-2,0,0,-3
1443289858414207,-6,-14,0,4,0,1,1,2
1443289858426215,2,26,4,-1,-2,-1,-1,0
1443289858426215,0,-11,-2,-2,-1,-2,-5,-1
1443289858433221,7,7,0,-5,-3,-2,-3,1
1443289858433221,-1,-6,-4,-3,-1,-1,2,0
1443289858449231,-2,-6,0,0,0,3,-1,-1
1443289858449231,-3,5,-1,-2,-1,-2,-2,-1
1443289858451232,-7,-6,-1,-2,-2,0,-2,-2
1443289858451232,5,12,2,1,-2,0,-3,-2
1443289858472246,1,-1,-3,-2,-2,-1,4,2
1443289858472246,2,7,1,3,0,-1,1,-2
1443289858474248,-5,-11,1,2,0,-1,-1,-2
1443289858474248,-4,-5,-7,-4,0,-3,-1,-2
1443289858486256,-7,-2,1,1,-1,-2,-5,0
1443289858486256,5,11,1,2,1,2,2,3
1443289858493260,0,6,2,-1,-1,-2,-1,-1
1443289858493260,-6,-16,-3,-2,-2,1,0,0
1443289858510280,2,9,1,1,0,-1,-5,-2
1443289858510280,5,-11,-2,1,0,0,0,0
1443289858511278,-9,12,-1,-1,-1,-1,-1,-3
1443289858511278,6,10,-1,-7,-1,1,-1,-3
1443289858532287,-6,-17,-4,5,1,-1,1,-1
1443289858532287,-4,1,-1,-5,-3,-2,-1,-3
1443289858533287,4,-12,3,4,3,-2,3,1
1443289858533287,2,-10,-4,-1,1,-1,0,0
1443289858546300,3,23,2,-3,0,0,-1,-2
1443289858546300,-11,-7,2,4,2,0,-1,-2
1443289858554301,9,17,1,-4,-2,-2,-4,-2
1443289858554301,-3,3,1,-1,-1,-2,-2,-1
1443289858569324,-4,-15,-3,-3,-1,-2,0,0
1443289858569324,-1,1,-2,-2,-4,-1,-1,-2
1443289858571312,-9,-8,-5,-2,0,1,1,1
1443289858571312,8,-1,4,1,-2,-1,-1,2
1443289858592327,-2,-2,-7,-2,0,-2,-2,-2
1443289858592327,-3,1,3,0,0,-1,-1,0
1443289858593328,4,-8,-1,-3,-1,-1,-1,1
1443289858593328,0,-1,-15,-5,-3,-1,-2,-3
1443289858605336,-6,1,14,0,-2,-1,-1,-1
1443289858605336,-1,15,5,-1,1,-1,-3,-1
1443289858614341,0,-9,-2,6,1,1,0,0
1443289858614341,-1,8,6,4,0,0,-1,-1
1443289858629353,3,-3,17,-6,-3,-3,-1,-1
1443289858629353,-2,-17,-9,0,-1,-1,1,-1
1443289858631352,1,11,6,3,-3,0,0,0
1443289858631352,-10,-14,-7,-1,0,0,2,0
1443289858652377,0,0,-21,-7,0,-2,0,0
1443289858652377,13,20,3,0,-2,-1,-4,-1
1443289858653368,-2,-7,0,-7,0,0,-1,-1
1443289858653368,-4,9,-3,1,-1,-2,0,-2
1443289858665375,-4,-20,0,-1,-2,1,-1,0
1443289858665375,-2,-1,0,0,0,0,1,0
1443289858674383,1,14,-1,-2,-1,-1,-3,-1
1443289858674383,-4,-44,-8,-3,-1,-2,-2,0
1443289858689393,3,65,10,1,-1,0,-1,-1
1443289858689393,8,-7,-6,-2,-2,-1,-2,0
1443289858691394,-4,-12,-7,-1,-1,-2,1,-3
1443289858691394,1,12,4,1,0,-1,-2,-1
1443289858712419,0,-11,4,10,1,1,-1,1
1443289858712419,-4,-10,-6,-5,-2,-1,-1,0
1443289858713410,-7,5,0,-1,-3,-3,-2,-1
1443289858713410,-1,2,-1,-2,1,2,1,-2
1443289858725415,-4,-15,-11,-4,-2,-2,-2,-4
1443289858725415,-7,4,-9,-5,-2,-1,-1,-2
1443289858734422,2,-9,19,3,1,-1,-2,-2
1443289858734422,-10,11,4,0,0,0,-1,0
1443289858749433,17,-26,-8,-5,-3,0,0,1
1443289858749433,1,18,-1,-2,-2,-2,-2,-3
1443289858751438,-3,-2,-6,-8,-3,-1,0,0
1443289858751438,-1,-2,-5,7,-2,-1,-1,-1
1443289858772449,-1,-7,14,1,2,3,1,0
1443289858772449,-4,-24,-7,0,-2,-1,0,0
1443289858773448,-1,9,-3,0,-2,-2,-3,-2
1443289858773448,2,3,5,-5,-2,-3,-3,-2
1443289858794462,-1,-5,-16,-1,1,1,0,1
1443289858794462,4,1,7,1,-1,-1,0,0
1443289858796463,-9,-8,-8,-3,-2,0,-1,0
1443289858796463,6,6,4,-2,-2,-1,-2,-1
1443289858809472,-6,12,-1,-2,0,-1,-1,-3
1443289858809472,-7,-2,0,-1,0,1,-1,-2
1443289858811474,2,-13,-3,0,1,1,0,1
1443289858811474,5,-4,2,-3,-1,-1,-1,0
1443289858832487,0,9,-2,0,-2,-1,0,-1
1443289858832487,0,-7,4,5,0,0,-1,0
1443289858833488,-10,1,0,-1,-2,-2,-3,-3
1443289858833488,7,6,4,2,0,-2,-1,2
1443289858845497,-5,-19,-7,-10,-2,-2,-1,-3
1443289858845497,-4,-1,0,1,-1,-1,-2,-3
1443289858855502,-3,-1,0,4,1,1,-1,1
1443289858855502,-5,-6,2,-2,1,2,5,1
1443289858869511,-2,16,-5,2,-1,-1,1,-1
1443289858869511,1,-2,7,-3,0,0,-1,0
1443289858871514,2,-5,-6,-2,0,0,-3,-2
1443289858871514,2,7,1,1,-1,-2,-3,-1
1443289858892528,-2,-4,0,-1,-1,-2,-1,1
1443289858892528,-3,-4,-7,-5,-3,-2,-3,-2
1443289858893528,-1,-16,9,7,0,1,1,1
1443289858893528,8,25,0,-1,0,0,0,-1
1443289858905555,-6,-14,0,3,-1,-1,0,-2
1443289858905555,-4,17,0,-5,-2,-2,-1,-1
1443289858922547,11,-4,-2,-4,-4,-2,-2,-1
1443289858922547,-4,9,-4,-2,-1,-2,-2,-2
1443289858929551,1,-8,-7,-4,-2,-1,0,1
1443289858929551,-2,20,24,4,3,1,2,1
1443289858931552,0,-9,-17,3,1,-2,0,-1
1443289858931552,-10,-5,12,0,0,0,-1,-2
1443289858952571,-2,-4,-1,2,0,-1,-3,-4
1443289858952571,6,4,-11,-7,-2,-1,-1,1
1443289858953570,5,-1,5,-2,-1,1,-1,-2
1443289858953570,-7,-12,-10,-2,-1,0,-2,-1
1443289858974584,1,8,6,2,1,1,-1,1
1443289858974584,-7,-15,-6,-1,-2,0,1,-2
1443289858976583,3,0,-5,-2,-1,0,-1,-1
1443289858976583,6,3,-8,-4,0,-1,0,0
1443289858989592,-4,12,5,2,-1,-1,-1,-1
1443289858989592,4,-4,-6,-5,-3,-3,-1,-2
1443289858991592,1,6,0,3,-1,0,0,3
1443289858991592,-6,-5,-2,-5,-3,-1,-2,-4
1443289859012763,2,-2,-1,2,-2,-2,-2,0
1443289859012763,3,0,3,1,2,-2,-2,1
1443289859013607,-6,-1,-5,-5,-1,-1,0,-2
1443289859013607,-2,2,-1,3,2,0,-3,1
1443289859034622,7,6,-3,-4,-2,-1,-1,0
1443289859034622,-10,-10,2,3,-1,0,-1,-1
1443289859036623,-3,-15,-8,-7,-3,-1,0,0
1443289859036623,6,6,6,7,2,1,0,0
1443289859050631,-4,2,-3,-2,0,-1,-2,-1
1443289859050631,-9,-12,-2,-1,0,0,0,-1
1443289859051633,2,1,1,-1,0,-2,-2,-1
1443289859051633,-1,7,0,1,-2,-1,0,-2
1443289859072652,-4,-13,-7,-5,-3,-1,0,1
1443289859072652,8,23,7,2,2,0,-2,0
1443289859074650,-5,7,2,2,0,1,-1,-3
1443289859074650,4,-1,-5,-2,-2,-2,-2,-1
1443289859094670,-5,-9,-1,-3,-1,0,-1,-2
1443289859094670,1,-6,-13,-2,-1,-1,-2,-1
1443289859096663,1,2,22,-3,0,1,0,0
1443289859096663,-3,5,3,8,-1,-2,-2,-3
1443289859108673,-3,1,1,-4,0,-2,1,-2
1443289859108673,-1,-16,-4,-2,-2,-2,-2,-1
1443289859115678,-1,-4,-8,-6,-4,-1,0,0
1443289859115678,16,31,4,0,2,0,1,1
1443289859131685,-10,1,5,-3,-2,-4,-2,-5
1443289859131685,-8,-7,-6,-3,0,0,-2,-1
1443289859133689,6,-1,8,10,3,-1,-1,0
1443289859133689,4,-13,-7,-9,-3,1,-1,4
1443289859154702,5,0,12,9,0,1,-2,3
1443289859154702,-1,-5,-1,-4,-2,0,-2,-3
1443289859156703,-1,22,-10,-6,-2,-1,1,0
1443289859156703,-11,-9,9,-1,0,-2,1,-1
1443289859168711,8,10,-8,-1,0,-1,1,-1
1443289859168711,-8,-21,0,1,-1,-1,2,2
1443289859175718,2,10,-2,0,0,-2,-2,-1
1443289859175718,-4,-12,-7,-3,-3,0,1,-3
1443289859191726,-1,6,8,-1,0,-1,0,-1
1443289859191726,4,1,2,-3,-1,0,-2,1
1443289859193728,-4,-3,-1,5,1,0,1,-1
1443289859193728,-8,-7,-9,-8,-4,-1,-1,-1
1443289859214748,12,-11,3,1,-1,0,0,2
1443289859214748,-5,-31,-3,4,0,0,0,-1
1443289859216750,3,59,4,-3,-2,-3,-1,-1
1443289859216750,-3,-21,-5,-2,0,-1,-2,-2
1443289859229759,-9,-17,-12,1,1,1,-1,0
1443289859229759,13,23,2,5,1,-2,1,0
1443289859237757,-3,-12,1,-5,-3,-1,-1,-1
1443289859237757,-2,-15,-4,1,0,0,0,-2
1443289859251766,0,16,3,-7,-3,-2,-1,-2
1443289859251766,-9,0,-1,-2,0,0,1,0
1443289859253768,12,-5,-3,5,-1,-1,-2,2
1443289859253768,-11,0,-5,-3,-1,-2,-1,-4
1443289859274782,-3,-9,-5,1,0,1,0,0
1443289859274782,3,14,0,-1,0,-3,-3,-3
1443289859276784,-2,-10,1,0,1,0,-2,0
1443289859276784,1,-33,-8,-7,-1,0,-1,3
1443289859287790,10,51,15,9,1,-3,-3,-1
1443289859287790,-8,-3,-1,-4,-2,-1,-2,-2
1443289859296798,-5,-8,-9,-1,0,0,2,-1
1443289859296798,12,1,9,5,0,1,0,1
1443289859311808,-2,-11,1,-1,-1,1,-2,-1
1443289859311808,-1,-3,2,4,-1,-1,0,-1
1443289859313807,-7,-1,-6,-9,-4,-3,-3,-1
1443289859313807,-7,0,-16,3,0,-2,-1,-3
1443289859334823,1,-7,-14,-8,-2,-1,-1,1
1443289859334823,10,12,6,5,1,1,0,0
1443289859335822,-5,-12,14,0,1,0,0,-2
1443289859335822,0,18,0,2,-1,-1,-1,1
1443289859348831,4,1,-3,-2,-2,-2,-2,-2
1443289859348831,5,3,-17,-8,-3,-2,-1,-1
1443289859356836,-12,-17,-10,-3,-3,-2,-2,-2
1443289859356836,8,12,28,5,1,0,-1,0
1443289859370846,-10,-15,-3,0,-1,0,-1,-2
1443289859370846,11,14,-1,-2,0,0,0,1
1443289859379851,-8,-12,-3,-2,-1,-1,1,-2
1443289859379851,-7,8,3,-1,0,-1,-1,-1
1443289859401868,0,-4,2,1,1,-1,0,-1
1443289859401868,0,-1,10,6,-1,-3,-1,-2
1443289859403867,6,2,-20,-3,-2,-2,-1,1
1443289859403867,-1,-3,13,-1,-1,0,-1,0
1443289859407871,-16,-3,-1,1,-1,1,-1,-2
1443289859407871,-1,-7,-8,-7,-1,0,0,-1
1443289859424884,0,-1,9,9,2,0,0,1
1443289859424884,11,35,-10,-13,-4,-3,-2,-2
1443289859431888,-2,-19,-2,6,2,0,0,0
1443289859431888,-4,5,-9,-1,0,1,0,2
1443289859433888,-6,1,1,0,0,-2,-1,-5
1443289859433888,-8,-16,-11,-5,-3,-3,-3,-5
1443289859454901,1,1,-1,-6,-3,-3,-1,1
1443289859454901,-1,-3,6,1,0,-1,0,-2
1443289859455903,0,-6,2,3,0,-1,-1,0
1443289859455903,7,-5,-9,-3,0,-2,-1,2
1443289859467912,-8,0,-2,-5,-3,0,-1,-1
1443289859467912,-3,8,-1,1,-2,-1,-1,-2
1443289859476924,3,8,7,-1,-1,1,-3,2
1443289859476924,-3,-36,-12,-3,-1,0,-1,-1
1443289859492929,6,26,22,5,3,-1,-2,3
1443289859492929,-2,-1,-7,4,0,-1,-2,0
1443289859493929,5,-4,6,-2,-2,1,0,0
1443289859493929,-3,-12,-2,-3,-4,-2,-2,-1
1443289859514943,3,6,-6,-8,-3,0,-1,-1
1443289859514943,-8,-13,-6,-1,0,4,0,4
1443289859515943,2,7,-8,-1,-1,-3,-3,-3
1443289859515943,-3,3,12,4,0,-1,0,-2
1443289859527955,4,-4,-11,0,0,-1,1,-1
1443289859527955,-10,-23,19,0,-1,1,0,-2
1443289859544962,-5,8,-17,-4,-4,-4,-3,-4
1443289859544962,0,-5,0,0,0,2,1,3
1443289859551967,1,4,-16,-7,-2,-2,-1,0
1443289859551967,5,-2,0,5,2,-1,0,0
1443289859553967,6,-2,-2,-1,0,1,1,1
1443289859553967,-15,-1,3,1,-1,-1,-2,-6
1443289859574982,4,-14,-11,-8,-4,-3,-2,-1
1443289859574982,-5,8,11,-5,-3,-2,-1,-3
1443289859576984,9,10,8,-3,-2,-3,-1,1
1443289859576984,-1,7,-19,-1,0,-2,-1,-2
1443289859588995,-7,-16,9,5,1,0,1,1
1443289859588995,0,8,2,-1,-3,-2,-1,-1
1443289859596997,-2,-9,-3,0,0,0,-1,0
1443289859596997,-6,6,6,-1,-1,0,0,1
1443289859612007,1,-6,-6,3,-1,-2,-1,-4
1443289859612007,-1,-5,-11,-5,0,-1,1,0
1443289859614009,-1,-17,-7,-3,-2,-2,0,-2
1443289859614009,9,31,12,1,0,0,-1,1
1443289859635025,-6,-9,0,0,-2,0,-2,-4
1443289859635025,5,-1,-4,-1,-1,-2,-1,0
1443289859636024,-20,-13,-8,-3,-2,0,-2,-2
1443289859636024,3,-3,-10,-1,-1,0,1,0
1443289859648031,9,11,16,4,1,-1,0,0
1443289859648031,-1,-4,-10,-2,-1,0,-1,-2
1443289859657037,1,5,29,5,0,0,0,1
1443289859657037,1,-14,-11,-4,-1,-2,-1,2
1443289859672054,-6,10,4,0,0,-1,-1,-1
1443289859672054,5,-24,0,0,-1,0,-1,0
1443289859674047,0,38,10,-5,0,-3,-1,0
1443289859674047,1,2,-2,6,0,0,1,0
1443289859695066,-3,-2,1,1,0,-1,-2,1
1443289859695066,2,8,-1,-4,-3,-2,0,-1
1443289859696062,1,-12,-11,-4,-1,-2,-1,-2
1443289859696062,-3,6,18,2,-1,-2,-2,-2
1443289859708070,1,-5,-21,-3,0,0,-1,2
1443289859708070,-7,-5,15,0,-1,-1,-1,-4
1443289859717082,3,2,-8,-2,1,3,1,0
1443289859717082,2,-2,-2,6,0,-1,-1,-1
1443289859732095,-6,-10,-7,-3,-3,-2,-1,-1
1443289859732095,-2,-2,14,-3,-2,-1,-1,0
1443289859734090,2,2,4,1,1,1,-1,0
1443289859734090,2,-8,4,3,1,2,0,1
1443289859755103,0,8,6,-3,-3,-2,-1,1
1443289859755103,-1,3,-12,-3,-1,-2,-1,-1
1443289859756102,-5,4,2,5,1,0,2,0
1443289859756102,7,6,-1,-7,-3,-2,0,1
1443289859768117,4,7,3,2,3,0,0,0
1443289859768117,0,1,-10,-1,0,-1,0,0
1443289859777118,-2,-10,-5,2,-2,-2,-1,0
1443289859777118,-9,-14,-13,-5,-2,-1,0,-2
1443289859792133,-6,-7,-10,-5,-3,-2,0,-2
1443289859792133,8,12,20,6,0,0,-1,0
1443289859794131,0,-9,-12,-5,-2,-1,-2,0
1443289859794131,-8,-2,11,12,4,0,0,1
1443289859815142,8,5,0,-1,-1,-2,-2,-2
1443289859815142,-4,-12,-21,-5,-2,0,-1,1
1443289859816143,6,16,9,-2,0,0,0,-1
1443289859816143,-5,6,-3,-3,2,1,1,-1
1443289859828159,-3,-19,-1,-2,-3,1,1,-1
1443289859828159,7,10,-11,-2,-4,-3,-4,-2
1443289859845162,-1,-6,-6,-2,-1,-2,1,1
1443289859845162,-5,-9,-5,-7,-2,0,-1,-3
1443289859851168,-3,-7,8,4,1,1,0,-2
1443289859851168,3,8,-6,-7,-4,-2,-1,-1
1443289859858171,-5,-11,0,8,2,2,2,-1
1443289859858171,-3,-11,-13,-3,-3,0,-3,-2
1443289859875185,-3,13,-1,-5,-1,-2,-1,0
1443289859875185,8,1,-2,3,1,0,1,1
1443289859876186,-7,-5,9,1,0,-1,-1,-2
1443289859876186,6,-31,-20,-3,0,-1,0,-1
1443289859897205,-2,28,5,0,-2,-1,-2,0
1443289859897205,-8,9,10,1,-1,-2,-2,-2
1443289859899202,4,6,6,-4,-2,0,0,1
1443289859899202,-5,0,6,1,-1,0,-1,2
1443289859911206,-6,-32,-17,-8,-2,-1,-1,2
1443289859911206,4,25,20,7,1,0,0,0
1443289859918218,6,-5,-9,3,-1,-1,-3,-1
1443289859918218,0,9,13,-1,-2,-3,-1,-1
1443289859934223,-2,-3,-7,-6,-2,-3,1,-2
1443289859934223,-8,-14,-4,4,3,2,1,0
1443289859936223,-2,-23,-16,-3,-1,-1,-1,0
1443289859936223,6,30,7,-1,-3,-4,-3,-4
1443289859957240,1,1,0,-2,0,0,1,0
1443289859957240,-5,-13,-18,-6,-3,-1,-1,-2
1443289859959239,0,-5,9,-1,1,2,-3,-1
1443289859959239,-3,1,-3,0,1,0,0,1
1443289859971248,1,-9,-3,-1,-3,-1,-1,-1
1443289859971248,-5,-6,1,-6,-4,-1,-1,-2
1443289859978252,10,16,3,-6,-1,-1,0,0
1443289859978252,-5,-7,-3,8,1,0,-1,-1
1443289859995272,4,-13,9,3,1,1,0,-1
1443289859995272,-8,13,-6,1,0,-1,-2,-3
1443289859996265,0,1,-5,-8,-3,-3,-1,0
1443289859996265,2,-9,-2,-8,-3,0,1,-1
1443289860017278,3,19,-2,8,2,0,-1,0
1443289860017278,-3,-13,-1,1,-1,1,0,-1
1443289860018280,0,11,2,-2,-3,-3,-2,-2
1443289860018280,-1,-5,6,-1,-1,-2,-2,0
1443289860032289,5,20,-8,-1,-2,-1,0,-1
1443289860032289,-5,2,1,-6,-3,-3,-3,-3
1443289860033288,-4,-9,-3,10,3,2,1,0
1443289860033288,0,1,-2,2,0,1,0,0
1443289860054302,-5,-6,-2,-2,-1,0,-3,-1
1443289860054302,2,-2,2,-2,1,0,0,2
1443289860056303,-10,-16,9,4,0,-2,1,0
1443289860056303,7,25,-1,-6,-2,-3,-2,-2
1443289860077317,-6,-6,-2,4,0,1,0,0
1443289860077317,21,-3,-6,1,0,1,1,2
1443289860078319,-14,-5,-7,-2,-1,0,-2,-2
1443289860078319,4,16,-2,-5,-1,-1,-2,-4
1443289860091327,-9,-17,8,1,1,-2,-2,0
1443289860091327,6,16,15,-1,-1,-1,-1,1
1443289860098334,-7,-22,-7,0,-1,-1,2,0
1443289860098334,2,13,4,-1,-2,0,2,-1
1443289860114341,-1,-15,-6,-9,-4,-3,1,-3
1443289860114341,-7,-5,-6,5,1,1,0,-1
1443289860116343,6,13,-4,-4,-3,-1,-2,-1
1443289860116343,-7,-9,-1,3,1,1,0,1
1443289860137363,2,-7,-11,-8,-4,-1,-1,-1
1443289860137363,-10,1,16,-3,1,0,-2,-3
1443289860140479,-4,24,0,6,0,2,-1,0
1443289860140479,-2,-18,-5,-5,-2,-3,0,-1
1443289860152485,7,8,-1,1,1,-1,-1,-3
1443289860152485,-2,-4,-8,-2,-2,-1,0,0
1443289860158494,-4,-7,-3,-2,-3,0,-3,-2
1443289860158494,3,-3,8,1,-2,1,-3,0
1443289860174498,1,9,10,2,0,0,0,2
1443289860174498,0,-22,-7,-3,-2,-3,-2,-1
1443289860176498,-6,11,-25,-7,-2,-2,-2,-2
1443289860176498,0,-1,9,1,-2,-1,-2,1
1443289860197517,-6,-10,-4,1,-3,0,-2,-2
1443289860197517,-3,-20,-1,0,-1,-1,0,0
1443289860198513,5,31,11,3,-1,-2,0,-1
1443289860198513,0,-5,-11,-4,-1,-1,-1,-3
1443289860211526,-2,0,11,2,1,-1,-2,1
1443289860211526,-1,6,-7,6,0,0,-1,1
1443289860218527,4,-7,1,-2,-1,0,-1,-1
1443289860218527,-13,-10,-13,-2,0,1,0,-3
1443289860234538,3,-4,26,3,1,0,-1,-2
1443289860234538,0,25,-29,-9,-5,-2,-2,-2
1443289860236539,1,-14,34,7,4,0,0,0
1443289860236539,2,6,-3,0,1,-1,0,0
1443289860257558,-5,2,-14,-1,-2,-2,-1,-2
1443289860257558,-1,-2,-8,-2,-2,-2,-1,-4
1443289860258553,-5,-7,-3,-6,-3,-1,-1,0
1443289860258553,-8,-10,-6,-8,-3,-1,0,1
1443289860271562,14,-3,7,12,4,2,3,3
1443289860271562,-3,0,3,-3,-1,-2,0,-2
1443289860278567,8,11,-10,-6,-3,-1,-2,-2
1443289860278567,-3,-12,4,5,0,0,0,1
1443289860294582,-7,-18,-9,-3,-1,-3,-1,0
1443289860294582,-9,30,3,0,-1,-1,0,-2
1443289860296579,11,-4,-19,-4,-2,0,-1,0
1443289860296579,1,-1,4,1,-2,0,0,-1
1443289860317593,-7,5,3,0,0,2,-1,-3
1443289860317593,17,-2,5,2,2,1,1,3
1443289860318595,-17,-14,-7,-5,-4,-2,-3,-3
1443289860318595,3,10,2,-3,-1,-2,0,2
1443289860331604,-3,1,-1,1,-1,1,-1,-2
